Examp_TCR_2014	Examp_TCR_2015	Examp_TCR_2017	Examp_TCR_clones
1575340	0	2208412	1261251
1575340	0	2208412	1261251
1575340	0	2208412	1261251
1983762	818029	981516	1261103
2392183	1390650	0	1260944
2800605	981635	0	1260747
2800605	0	981516	1260707
2800605	0	981516	1260707
2800605	0	981516	1260707
3209027	572621	0	1260549
466768	981635	2331101	1259835
1692032	0	2085722	1259251
2917297	0	858827	1258708
991881	1799665	981516	1257687
1400303	2372285	0	1257529
1808724	736226	1226895	1257282
1808724	0	1963033	1257252
1808724	0	1963033	1257252
1808724	0	1963033	1257252
2217146	1554256	0	1257134
2217146	1063438	490758	1257114
2625567	1145241	0	1256936
3033989	0	736137	1256709
3442410	327212	0	1256541
700151	0	3067239	1255797
1108573	1554256	1104206	1255678
1925416	0	1840343	1255253
1925416	0	1840343	1255253
1925416	0	1840343	1255253
1925416	0	1840343	1255253
0	3762935	0	1254312
0	3762935	0	1254312
0	3762935	0	1254312
0	3762935	0	1254312
0	3762935	0	1254312
0	3762935	0	1254312
0	3762935	0	1254312
0	3762935	0	1254312
0	3762935	0	1254312
0	3762935	0	1254312
0	3762935	0	1254312
0	3762935	0	1254312
0	3762935	0	1254312
0	3762935	0	1254312
0	3762935	0	1254312
0	3762935	0	1254312
0	3762935	0	1254312
0	3762935	0	1254312
0	3762935	0	1254312
0	3762935	0	1254312
0	3762935	0	1254312
0	3762935	0	1254312
0	3762935	0	1254312
0	3762935	0	1254312
0	3762935	0	1254312
0	3762935	0	1254312
0	3762935	0	1254312
0	3762935	0	1254312
0	3762935	0	1254312
0	3762935	0	1254312
0	3762935	0	1254312
0	3762935	0	1254312
0	3762935	0	1254312
0	3762935	0	1254312
0	3762935	0	1254312
0	3762935	0	1254312
0	3762935	0	1254312
0	3762935	0	1254312
0	3762935	0	1254312
0	3762935	0	1254312
0	3762935	0	1254312
0	3762935	0	1254312
0	3762935	0	1254312
0	3762935	0	1254312
0	3762935	0	1254312
0	3762935	0	1254312
0	3762935	0	1254312
0	3762935	0	1254312
0	3762935	0	1254312
0	3762935	0	1254312
0	3762935	0	1254312
0	3762935	0	1254312
0	3762935	0	1254312
0	3762935	0	1254312
0	3762935	0	1254312
0	3762935	0	1254312
0	3762935	0	1254312
0	3762935	0	1254312
0	3762935	0	1254312
0	3762935	0	1254312
0	3762935	0	1254312
0	3762935	0	1254312
0	3762935	0	1254312
0	3762935	0	1254312
0	3762935	0	1254312
0	3762935	0	1254312
0	3762935	0	1254312
0	3762935	0	1254312
0	3762935	0	1254312
0	3762935	0	1254312
0	3762935	0	1254312
0	3762935	0	1254312
0	3762935	0	1254312
0	3762935	0	1254312
0	3762935	0	1254312
0	3762935	0	1254312
0	3762935	0	1254312
0	3762935	0	1254312
0	3762935	0	1254312
0	3762935	0	1254312
0	3762935	0	1254312
0	3762935	0	1254312
0	3762935	0	1254312
0	3762935	0	1254312
0	3762935	0	1254312
0	3762935	0	1254312
0	3762935	0	1254312
0	3762935	0	1254312
0	3762935	0	1254312
0	3762935	0	1254312
0	3762935	0	1254312
0	3762935	0	1254312
0	3762935	0	1254312
0	3762935	0	1254312
0	3762935	0	1254312
0	3762935	0	1254312
0	3762935	0	1254312
0	3762935	0	1254312
0	3762935	0	1254312
0	3762935	0	1254312
0	3762935	0	1254312
0	3762935	0	1254312
0	3762935	0	1254312
0	3762935	0	1254312
0	3762935	0	1254312
0	3762935	0	1254312
0	3762935	0	1254312
0	3517526	245379	1254302
0	3272117	490758	1254292
0	3272117	490758	1254292
0	3272117	490758	1254292
0	3026709	736137	1254282
0	3026709	736137	1254282
0	3026709	736137	1254282
0	2781300	981516	1254272
0	2781300	981516	1254272
0	2781300	981516	1254272
0	2781300	981516	1254272
0	2535891	1226895	1254262
0	2535891	1226895	1254262
0	2290482	1472275	1254252
0	2290482	1472275	1254252
0	2290482	1472275	1254252
0	2290482	1472275	1254252
0	2290482	1472275	1254252
0	2290482	1472275	1254252
0	2290482	1472275	1254252
0	2045073	1717654	1254242
0	2045073	1717654	1254242
0	2045073	1717654	1254242
0	1799665	1963033	1254232
0	1799665	1963033	1254232
0	1799665	1963033	1254232
0	1799665	1963033	1254232
0	1799665	1963033	1254232
0	1799665	1963033	1254232
0	1554256	2208412	1254223
0	1554256	2208412	1254223
0	1554256	2208412	1254223
0	1308847	2453791	1254213
0	1308847	2453791	1254213
0	1308847	2453791	1254213
0	1308847	2453791	1254213
0	1063438	2699170	1254203
0	1063438	2699170	1254203
0	1063438	2699170	1254203
0	1063438	2699170	1254203
0	818029	2944549	1254193
0	818029	2944549	1254193
0	572621	3189928	1254183
0	572621	3189928	1254183
1225265	2535891	0	1253719
1225265	2535891	0	1253719
1225265	2535891	0	1253719
1633686	2126876	0	1253521
2042108	736226	981516	1253284
2042108	490818	1226895	1253274
2042108	0	1717654	1253254
2042108	0	1717654	1253254
2450529	327212	981516	1253086
3267373	0	490758	1252710
525113	2372285	858827	1252075
933535	1717862	1104206	1251868
933535	0	2821860	1251798
1750378	1636059	368069	1251502
2158800	981635	613448	1251294
1050227	1227044	1472275	1249848
1050227	0	2699170	1249799
1458648	2290482	0	1249710
1867070	1881468	0	1249513
1867070	1881468	0	1249513
2275492	1472453	0	1249315
2275492	0	1472275	1249255
2683913	1063438	0	1249117
2683913	1063438	0	1249117
3500756	245409	0	1248722
1166919	0	2576480	1247800
2392183	0	1349585	1247256
1283611	2454088	0	1245900
1283611	2454088	0	1245900
1692032	2045073	0	1245702
2100454	1636059	0	1245504
2100454	654423	981516	1245465
2508875	1227044	0	1245306
2508875	0	1226895	1245257
2508875	0	1226895	1245257
2917297	818029	0	1245109
3734140	0	0	1244713
3734140	0	0	1244713
3734140	0	0	1244713
3734140	0	0	1244713
3734140	0	0	1244713
3734140	0	0	1244713
3734140	0	0	1244713
3734140	0	0	1244713
3734140	0	0	1244713
3734140	0	0	1244713
3734140	0	0	1244713
3734140	0	0	1244713
3734140	0	0	1244713
3734140	0	0	1244713
3734140	0	0	1244713
3734140	0	0	1244713
3734140	0	0	1244713
3734140	0	0	1244713
3734140	0	0	1244713
3734140	0	0	1244713
3734140	0	0	1244713
3734140	0	0	1244713
3734140	0	0	1244713
3734140	0	0	1244713
3734140	0	0	1244713
3734140	0	0	1244713
3734140	0	0	1244713
3734140	0	0	1244713
3734140	0	0	1244713
3734140	0	0	1244713
3734140	0	0	1244713
3734140	0	0	1244713
3734140	0	0	1244713
3734140	0	0	1244713
3734140	0	0	1244713
3734140	0	0	1244713
3734140	0	0	1244713
3734140	0	0	1244713
3734140	0	0	1244713
3734140	0	0	1244713
3734140	0	0	1244713
3734140	0	0	1244713
3734140	0	0	1244713
3734140	0	0	1244713
3734140	0	0	1244713
3734140	0	0	1244713
3734140	0	0	1244713
3734140	0	0	1244713
3734140	0	0	1244713
3734140	0	0	1244713
3734140	0	0	1244713
3734140	0	0	1244713
3734140	0	0	1244713
3734140	0	0	1244713
3734140	0	0	1244713
3734140	0	0	1244713
3734140	0	0	1244713
3734140	0	0	1244713
3734140	0	0	1244713
3734140	0	0	1244713
3734140	0	0	1244713
3734140	0	0	1244713
3734140	0	0	1244713
3734140	0	0	1244713
3734140	0	0	1244713
3734140	0	0	1244713
3734140	0	0	1244713
3734140	0	0	1244713
3734140	0	0	1244713
3734140	0	0	1244713
3734140	0	0	1244713
3734140	0	0	1244713
3734140	0	0	1244713
3734140	0	0	1244713
3734140	0	0	1244713
3734140	0	0	1244713
3734140	0	0	1244713
3734140	0	0	1244713
3734140	0	0	1244713
3734140	0	0	1244713
3734140	0	0	1244713
3734140	0	0	1244713
3734140	0	0	1244713
3734140	0	0	1244713
3734140	0	0	1244713
3734140	0	0	1244713
3734140	0	0	1244713
3734140	0	0	1244713
3734140	0	0	1244713
3734140	0	0	1244713
3734140	0	0	1244713
3734140	0	0	1244713
3734140	0	0	1244713
3734140	0	0	1244713
3734140	0	0	1244713
3734140	0	0	1244713
3734140	0	0	1244713
3734140	0	0	1244713
3734140	0	0	1244713
3734140	0	0	1244713
3734140	0	0	1244713
3734140	0	0	1244713
3734140	0	0	1244713
3734140	0	0	1244713
3734140	0	0	1244713
3734140	0	0	1244713
3734140	0	0	1244713
3734140	0	0	1244713
3734140	0	0	1244713
3734140	0	0	1244713
3734140	0	0	1244713
3734140	0	0	1244713
3734140	0	0	1244713
3734140	0	0	1244713
3734140	0	0	1244713
3734140	0	0	1244713
3734140	0	0	1244713
3734140	0	0	1244713
3734140	0	0	1244713
3734140	0	0	1244713
3734140	0	0	1244713
3734140	0	0	1244713
3734140	0	0	1244713
3734140	0	0	1244713
3734140	0	0	1244713
3734140	0	0	1244713
3734140	0	0	1244713
3734140	0	0	1244713
3734140	0	0	1244713
3734140	0	0	1244713
3734140	0	0	1244713
1400303	0	2331101	1243801
1400303	0	2331101	1243801
1516994	2208679	0	1241891
1516994	2208679	0	1241891
1516994	0	2208412	1241802
1516994	0	2208412	1241802
1516994	0	2208412	1241802
1516994	0	2208412	1241802
1925416	1799665	0	1241694
0	3108512	613448	1240653
0	3108512	613448	1240653
0	3108512	613448	1240653
0	3108512	613448	1240653
0	3108512	613448	1240653
0	2863103	858827	1240643
0	2863103	858827	1240643
0	2863103	858827	1240643
0	2617694	1104206	1240633
0	2617694	1104206	1240633
0	2372285	1349585	1240623
0	2372285	1349585	1240623
0	2372285	1349585	1240623
0	2372285	1349585	1240623
0	2126876	1594964	1240613
0	2126876	1594964	1240613
0	1881468	1840343	1240604
0	1881468	1840343	1240604
0	1881468	1840343	1240604
0	1881468	1840343	1240604
0	1636059	2085722	1240594
0	1636059	2085722	1240594
0	1636059	2085722	1240594
0	1390650	2331101	1240584
0	1390650	2331101	1240584
0	1390650	2331101	1240584
0	1390650	2331101	1240584
0	1390650	2331101	1240584
0	1145241	2576480	1240574
0	1145241	2576480	1240574
0	1145241	2576480	1240574
0	1145241	2576480	1240574
0	899832	2821860	1240564
0	899832	2821860	1240564
0	899832	2821860	1240564
0	899832	2821860	1240564
0	654423	3067239	1240554
0	654423	3067239	1240554
1633686	0	2085722	1239803
2858951	0	858827	1239259
116692	3599329	0	1238674
1341957	2372285	0	1238081
1341957	2372285	0	1238081
1341957	1145241	1226895	1238031
1750378	1227044	736137	1237853
1750378	0	1963033	1237804
2158800	1554256	0	1237685
2158800	1554256	0	1237685
2567221	1145241	0	1237487
2567221	1145241	0	1237487
2567221	1145241	0	1237487
2975643	736226	0	1237290
2975643	736226	0	1237290
2975643	0	736137	1237260
233384	654423	2821860	1236556
1050227	1063438	1594964	1236210
1458648	1390650	858827	1236042
1867070	0	1840343	1235804
3092335	0	613448	1235261
3092335	0	613448	1235261
1166919	2535891	0	1234270
1166919	818029	1717654	1234201
1575340	2126876	0	1234072
1575340	2126876	0	1234072
1575340	2126876	0	1234072
1575340	2126876	0	1234072
1983762	0	1717654	1233805
2392183	1308847	0	1233677
2392183	1308847	0	1233677
2800605	899832	0	1233479
2800605	899832	0	1233479
3209027	0	490758	1233262
1283611	1308847	1104206	1232221
1692032	1145241	858827	1232033
2100454	0	1594964	1231806
2100454	0	1594964	1231806
3325718	0	368069	1231262
175038	2045073	1472275	1230795
583459	3108512	0	1230657
1400303	2290482	0	1230262
1808724	1881468	0	1230064
1808724	899832	981516	1230024
1808724	654423	1226895	1230014
2217146	1472453	0	1229866
2217146	1472453	0	1229866
2217146	1472453	0	1229866
2217146	736226	736137	1229836
2217146	0	1472275	1229807
2217146	0	1472275	1229807
2217146	0	1472275	1229807
291730	2535891	858827	1228816
0	3681132	0	1227044
0	3681132	0	1227044
0	3681132	0	1227044
0	3681132	0	1227044
0	3681132	0	1227044
0	3681132	0	1227044
0	3681132	0	1227044
0	3681132	0	1227044
0	3681132	0	1227044
0	3681132	0	1227044
0	3681132	0	1227044
0	3681132	0	1227044
0	3681132	0	1227044
0	3681132	0	1227044
0	3681132	0	1227044
0	3681132	0	1227044
0	3681132	0	1227044
0	3681132	0	1227044
0	3681132	0	1227044
0	3681132	0	1227044
0	3681132	0	1227044
0	3681132	0	1227044
0	3681132	0	1227044
0	3681132	0	1227044
0	3681132	0	1227044
0	3681132	0	1227044
0	3681132	0	1227044
0	3681132	0	1227044
0	3681132	0	1227044
0	3681132	0	1227044
0	3681132	0	1227044
0	3681132	0	1227044
0	3681132	0	1227044
0	3681132	0	1227044
0	3681132	0	1227044
0	3681132	0	1227044
0	3681132	0	1227044
0	3681132	0	1227044
0	3681132	0	1227044
0	3681132	0	1227044
0	3681132	0	1227044
0	3681132	0	1227044
0	3681132	0	1227044
0	3681132	0	1227044
0	3681132	0	1227044
0	3681132	0	1227044
0	3681132	0	1227044
0	3681132	0	1227044
0	3681132	0	1227044
0	3681132	0	1227044
0	3681132	0	1227044
0	3681132	0	1227044
0	3681132	0	1227044
0	3681132	0	1227044
0	3681132	0	1227044
0	3681132	0	1227044
0	3681132	0	1227044
0	3681132	0	1227044
0	3681132	0	1227044
0	3681132	0	1227044
0	3681132	0	1227044
0	3681132	0	1227044
0	3681132	0	1227044
0	3681132	0	1227044
0	3681132	0	1227044
0	3681132	0	1227044
0	3681132	0	1227044
0	3681132	0	1227044
0	3681132	0	1227044
0	3681132	0	1227044
0	3681132	0	1227044
0	3681132	0	1227044
0	3681132	0	1227044
0	3681132	0	1227044
0	3681132	0	1227044
0	3681132	0	1227044
0	3681132	0	1227044
0	3681132	0	1227044
0	3681132	0	1227044
0	3681132	0	1227044
0	3681132	0	1227044
0	3681132	0	1227044
0	3681132	0	1227044
0	3681132	0	1227044
0	3681132	0	1227044
0	3681132	0	1227044
0	3681132	0	1227044
0	3681132	0	1227044
0	3681132	0	1227044
0	3681132	0	1227044
0	3681132	0	1227044
0	3681132	0	1227044
0	3681132	0	1227044
0	3681132	0	1227044
0	3681132	0	1227044
0	3681132	0	1227044
0	3681132	0	1227044
0	3681132	0	1227044
0	3681132	0	1227044
0	3681132	0	1227044
0	3681132	0	1227044
0	3681132	0	1227044
0	3681132	0	1227044
0	3681132	0	1227044
0	3681132	0	1227044
0	3681132	0	1227044
0	3681132	0	1227044
0	3681132	0	1227044
0	3681132	0	1227044
0	3681132	0	1227044
0	3681132	0	1227044
0	3681132	0	1227044
0	3681132	0	1227044
0	3681132	0	1227044
0	3681132	0	1227044
0	3681132	0	1227044
0	3681132	0	1227044
0	3681132	0	1227044
0	3681132	0	1227044
0	3681132	0	1227044
0	3681132	0	1227044
0	3681132	0	1227044
0	3681132	0	1227044
0	3681132	0	1227044
0	3681132	0	1227044
0	3681132	0	1227044
0	3681132	0	1227044
0	3681132	0	1227044
0	3681132	0	1227044
0	3681132	0	1227044
0	3681132	0	1227044
0	3681132	0	1227044
0	3681132	0	1227044
0	3681132	0	1227044
0	3681132	0	1227044
0	3681132	0	1227044
0	3190315	490758	1227024
0	2944906	736137	1227014
0	2944906	736137	1227014
0	2944906	736137	1227014
0	2944906	736137	1227014
0	2699497	981516	1227004
0	2699497	981516	1227004
0	2454088	1226895	1226995
0	2454088	1226895	1226995
0	2454088	1226895	1226995
0	2208679	1472275	1226985
0	2208679	1472275	1226985
0	2208679	1472275	1226985
0	2208679	1472275	1226985
0	2208679	1472275	1226985
0	2208679	1472275	1226985
0	1963270	1717654	1226975
0	1963270	1717654	1226975
0	1717862	1963033	1226965
0	1717862	1963033	1226965
0	1717862	1963033	1226965
0	1717862	1963033	1226965
0	1717862	1963033	1226965
0	1472453	2208412	1226955
0	1472453	2208412	1226955
0	1227044	2453791	1226945
0	1227044	2453791	1226945
0	1227044	2453791	1226945
0	981635	2699170	1226935
0	981635	2699170	1226935
0	981635	2699170	1226935
0	981635	2699170	1226935
0	981635	2699170	1226935
0	736226	2944549	1226925
0	736226	2944549	1226925
0	736226	2944549	1226925
0	736226	2944549	1226925
0	490818	3189928	1226915
0	245409	3435307	1226905
0	245409	3435307	1226905
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
0	0	3680686	1226895
1225265	2454088	0	1226451
1225265	1963270	490758	1226431
1225265	1717862	736137	1226421
1225265	0	2453791	1226352
1225265	0	2453791	1226352
1225265	0	2453791	1226352
1633686	2045073	0	1226253
1633686	2045073	0	1226253
1633686	1063438	981516	1226214
2042108	1636059	0	1226056
2042108	1636059	0	1226056
2042108	1636059	0	1226056
2042108	1636059	0	1226056
2450529	1227044	0	1225858
2450529	0	1226895	1225808
2450529	0	1226895	1225808
2858951	818029	0	1225660
2858951	818029	0	1225660
3675794	0	0	1225265
3675794	0	0	1225265
3675794	0	0	1225265
3675794	0	0	1225265
3675794	0	0	1225265
3675794	0	0	1225265
3675794	0	0	1225265
3675794	0	0	1225265
3675794	0	0	1225265
3675794	0	0	1225265
3675794	0	0	1225265
3675794	0	0	1225265
3675794	0	0	1225265
3675794	0	0	1225265
3675794	0	0	1225265
3675794	0	0	1225265
3675794	0	0	1225265
3675794	0	0	1225265
3675794	0	0	1225265
3675794	0	0	1225265
3675794	0	0	1225265
3675794	0	0	1225265
3675794	0	0	1225265
3675794	0	0	1225265
3675794	0	0	1225265
3675794	0	0	1225265
3675794	0	0	1225265
3675794	0	0	1225265
3675794	0	0	1225265
3675794	0	0	1225265
3675794	0	0	1225265
3675794	0	0	1225265
3675794	0	0	1225265
3675794	0	0	1225265
3675794	0	0	1225265
3675794	0	0	1225265
3675794	0	0	1225265
3675794	0	0	1225265
3675794	0	0	1225265
3675794	0	0	1225265
3675794	0	0	1225265
3675794	0	0	1225265
3675794	0	0	1225265
3675794	0	0	1225265
3675794	0	0	1225265
3675794	0	0	1225265
3675794	0	0	1225265
3675794	0	0	1225265
3675794	0	0	1225265
3675794	0	0	1225265
3675794	0	0	1225265
3675794	0	0	1225265
3675794	0	0	1225265
3675794	0	0	1225265
3675794	0	0	1225265
3675794	0	0	1225265
3675794	0	0	1225265
3675794	0	0	1225265
3675794	0	0	1225265
3675794	0	0	1225265
3675794	0	0	1225265
3675794	0	0	1225265
3675794	0	0	1225265
3675794	0	0	1225265
3675794	0	0	1225265
3675794	0	0	1225265
3675794	0	0	1225265
3675794	0	0	1225265
3675794	0	0	1225265
3675794	0	0	1225265
3675794	0	0	1225265
3675794	0	0	1225265
3675794	0	0	1225265
3675794	0	0	1225265
3675794	0	0	1225265
3675794	0	0	1225265
3675794	0	0	1225265
3675794	0	0	1225265
3675794	0	0	1225265
3675794	0	0	1225265
3675794	0	0	1225265
3675794	0	0	1225265
3675794	0	0	1225265
3675794	0	0	1225265
3675794	0	0	1225265
3675794	0	0	1225265
3675794	0	0	1225265
3675794	0	0	1225265
3675794	0	0	1225265
3675794	0	0	1225265
3675794	0	0	1225265
3675794	0	0	1225265
3675794	0	0	1225265
3675794	0	0	1225265
3675794	0	0	1225265
3675794	0	0	1225265
3675794	0	0	1225265
3675794	0	0	1225265
3675794	0	0	1225265
3675794	0	0	1225265
3675794	0	0	1225265
3675794	0	0	1225265
3675794	0	0	1225265
3675794	0	0	1225265
3675794	0	0	1225265
3675794	0	0	1225265
3675794	0	0	1225265
3675794	0	0	1225265
3675794	0	0	1225265
3675794	0	0	1225265
3675794	0	0	1225265
3675794	0	0	1225265
3675794	0	0	1225265
3675794	0	0	1225265
3675794	0	0	1225265
3675794	0	0	1225265
3675794	0	0	1225265
3675794	0	0	1225265
3675794	0	0	1225265
3675794	0	0	1225265
3675794	0	0	1225265
3675794	0	0	1225265
3675794	0	0	1225265
3675794	0	0	1225265
3675794	0	0	1225265
3675794	0	0	1225265
3675794	0	0	1225265
3675794	0	0	1225265
3675794	0	0	1225265
3675794	0	0	1225265
3675794	0	0	1225265
1341957	1227044	1104206	1224402
1341957	0	2331101	1224353
2567221	0	1104206	1223809
2567221	0	1104206	1223809
2567221	0	1104206	1223809
2567221	0	1104206	1223809
1458648	2208679	0	1222443
1458648	2208679	0	1222443
1458648	0	2208412	1222353
1458648	0	2208412	1222353
1458648	0	2208412	1222353
2683913	981635	0	1221849
2683913	981635	0	1221849
3500756	163606	0	1221454
2800605	0	858827	1219811
1283611	2372285	0	1218632
1283611	2372285	0	1218632
1692032	1963270	0	1218434
1692032	0	1963033	1218355
2100454	1554256	0	1218237
2100454	1554256	0	1218237
2917297	736226	0	1217841
2917297	0	736137	1217811
583459	0	3067239	1216899
583459	0	3067239	1216899
1808724	0	1840343	1216356
700151	0	2944549	1214900
1925416	1717862	0	1214426
1925416	0	1717654	1214357
2333838	1308847	0	1214228
2333838	1308847	0	1214228
2333838	1308847	0	1214228
2742259	899832	0	1214030
3150681	490818	0	1213833
3150681	0	490758	1213813
0	3272117	368069	1213395
0	3272117	368069	1213395
0	3272117	368069	1213395
0	3026709	613448	1213385
0	2781300	858827	1213376
0	2781300	858827	1213376
0	2781300	858827	1213376
0	2781300	858827	1213376
0	2781300	858827	1213376
0	2535891	1104206	1213366
0	2535891	1104206	1213366
0	2535891	1104206	1213366
0	2535891	1104206	1213366
0	2290482	1349585	1213356
0	2290482	1349585	1213356
0	2290482	1349585	1213356
0	2290482	1349585	1213356
0	2290482	1349585	1213356
0	2290482	1349585	1213356
0	2045073	1594964	1213346
0	2045073	1594964	1213346
0	2045073	1594964	1213346
0	2045073	1594964	1213346
0	1799665	1840343	1213336
0	1799665	1840343	1213336
0	1554256	2085722	1213326
0	1554256	2085722	1213326
0	1554256	2085722	1213326
0	1308847	2331101	1213316
0	1308847	2331101	1213316
0	1308847	2331101	1213316
0	1308847	2331101	1213316
0	1308847	2331101	1213316
0	1063438	2576480	1213306
0	1063438	2576480	1213306
0	1063438	2576480	1213306
0	818029	2821860	1213296
0	818029	2821860	1213296
0	818029	2821860	1213296
0	818029	2821860	1213296
0	818029	2821860	1213296
0	572621	3067239	1213286
0	572621	3067239	1213286
0	327212	3312618	1213276
2042108	736226	858827	1212387
2042108	0	1594964	1212357
2042108	0	1594964	1212357
2042108	0	1594964	1212357
933535	2699497	0	1211011
1341957	2290482	0	1210813
1750378	1881468	0	1210615
1750378	1881468	0	1210615
1750378	1881468	0	1210615
2158800	1472453	0	1210418
2158800	0	1472275	1210358
2567221	1063438	0	1210220
1166919	2454088	0	1207002
1166919	2454088	0	1207002
1166919	2208679	245379	1206992
1166919	0	2453791	1206903
1166919	0	2453791	1206903
1575340	2045073	0	1206805
1575340	2045073	0	1206805
1575340	2045073	0	1206805
1983762	1636059	0	1206607
2392183	1227044	0	1206409
2392183	1227044	0	1206409
2392183	1227044	0	1206409
2392183	1227044	0	1206409
2800605	818029	0	1206211
3617448	0	0	1205816
3617448	0	0	1205816
3617448	0	0	1205816
3617448	0	0	1205816
3617448	0	0	1205816
3617448	0	0	1205816
3617448	0	0	1205816
3617448	0	0	1205816
3617448	0	0	1205816
3617448	0	0	1205816
3617448	0	0	1205816
3617448	0	0	1205816
3617448	0	0	1205816
3617448	0	0	1205816
3617448	0	0	1205816
3617448	0	0	1205816
3617448	0	0	1205816
3617448	0	0	1205816
3617448	0	0	1205816
3617448	0	0	1205816
3617448	0	0	1205816
3617448	0	0	1205816
3617448	0	0	1205816
3617448	0	0	1205816
3617448	0	0	1205816
3617448	0	0	1205816
3617448	0	0	1205816
3617448	0	0	1205816
3617448	0	0	1205816
3617448	0	0	1205816
3617448	0	0	1205816
3617448	0	0	1205816
3617448	0	0	1205816
3617448	0	0	1205816
3617448	0	0	1205816
3617448	0	0	1205816
3617448	0	0	1205816
3617448	0	0	1205816
3617448	0	0	1205816
3617448	0	0	1205816
3617448	0	0	1205816
3617448	0	0	1205816
3617448	0	0	1205816
3617448	0	0	1205816
3617448	0	0	1205816
3617448	0	0	1205816
3617448	0	0	1205816
3617448	0	0	1205816
3617448	0	0	1205816
3617448	0	0	1205816
3617448	0	0	1205816
3617448	0	0	1205816
