Examp_TCR_2014	Examp_TCR_2015	Examp_TCR_2017	Examp_TCR_clones
3617448	0	0	1205816
3617448	0	0	1205816
3617448	0	0	1205816
3617448	0	0	1205816
3617448	0	0	1205816
3617448	0	0	1205816
3617448	0	0	1205816
3617448	0	0	1205816
3617448	0	0	1205816
3617448	0	0	1205816
3617448	0	0	1205816
3617448	0	0	1205816
3617448	0	0	1205816
3617448	0	0	1205816
3617448	0	0	1205816
3617448	0	0	1205816
3617448	0	0	1205816
3617448	0	0	1205816
3617448	0	0	1205816
3617448	0	0	1205816
3617448	0	0	1205816
3617448	0	0	1205816
3617448	0	0	1205816
3617448	0	0	1205816
3617448	0	0	1205816
3617448	0	0	1205816
3617448	0	0	1205816
3617448	0	0	1205816
3617448	0	0	1205816
3617448	0	0	1205816
3617448	0	0	1205816
3617448	0	0	1205816
3617448	0	0	1205816
3617448	0	0	1205816
3617448	0	0	1205816
3617448	0	0	1205816
3617448	0	0	1205816
3617448	0	0	1205816
3617448	0	0	1205816
3617448	0	0	1205816
3617448	0	0	1205816
3617448	0	0	1205816
3617448	0	0	1205816
3617448	0	0	1205816
3617448	0	0	1205816
3617448	0	0	1205816
3617448	0	0	1205816
3617448	0	0	1205816
3617448	0	0	1205816
3617448	0	0	1205816
3617448	0	0	1205816
3617448	0	0	1205816
3617448	0	0	1205816
3617448	0	0	1205816
3617448	0	0	1205816
3617448	0	0	1205816
3617448	0	0	1205816
3617448	0	0	1205816
3617448	0	0	1205816
3617448	0	0	1205816
3617448	0	0	1205816
3617448	0	0	1205816
3617448	0	0	1205816
3617448	0	0	1205816
3617448	0	0	1205816
3617448	0	0	1205816
3617448	0	0	1205816
3617448	0	0	1205816
3617448	0	0	1205816
3617448	0	0	1205816
3617448	0	0	1205816
3617448	0	0	1205816
3617448	0	0	1205816
3617448	0	0	1205816
3617448	0	0	1205816
3617448	0	0	1205816
3617448	0	0	1205816
3617448	0	0	1205816
3617448	0	0	1205816
3617448	0	0	1205816
3617448	0	0	1205816
3617448	0	0	1205816
3617448	0	0	1205816
3617448	0	0	1205816
3617448	0	0	1205816
3617448	0	0	1205816
1283611	1717862	613448	1204973
1283611	0	2331101	1204904
1283611	0	2331101	1204904
2508875	0	1104206	1204360
583459	1063438	1963033	1203310
991881	2617694	0	1203192
991881	1390650	1226895	1203142
991881	1390650	1226895	1203142
1400303	2208679	0	1202994
1400303	1472453	736137	1202964
1400303	490818	1717654	1202925
2217146	899832	490758	1202579
2625567	981635	0	1202401
2625567	0	981516	1202361
2625567	0	981516	1202361
2625567	0	981516	1202361
1516994	981635	1104206	1200945
1516994	0	2085722	1200906
1516994	0	2085722	1200906
2742259	0	858827	1200362
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3599329	0	1199776
0	3353920	245379	1199766
0	3108512	490758	1199757
0	3108512	490758	1199757
0	3108512	490758	1199757
0	3108512	490758	1199757
0	2863103	736137	1199747
0	2863103	736137	1199747
0	2863103	736137	1199747
0	2863103	736137	1199747
0	2617694	981516	1199737
0	2617694	981516	1199737
0	2617694	981516	1199737
0	2617694	981516	1199737
0	2372285	1226895	1199727
0	2372285	1226895	1199727
0	2372285	1226895	1199727
0	2372285	1226895	1199727
0	2372285	1226895	1199727
0	2126876	1472275	1199717
0	1881468	1717654	1199707
0	1881468	1717654	1199707
0	1881468	1717654	1199707
0	1881468	1717654	1199707
0	1881468	1717654	1199707
0	1636059	1963033	1199697
0	1636059	1963033	1199697
0	1390650	2208412	1199687
0	1390650	2208412	1199687
0	1390650	2208412	1199687
0	1390650	2208412	1199687
0	1145241	2453791	1199677
0	1145241	2453791	1199677
0	1145241	2453791	1199677
0	1145241	2453791	1199677
0	899832	2699170	1199667
0	899832	2699170	1199667
0	899832	2699170	1199667
0	899832	2699170	1199667
0	899832	2699170	1199667
0	899832	2699170	1199667
408422	1717862	1472275	1199519
816843	818029	1963033	1199302
1225265	2126876	245379	1199173
1225265	1390650	981516	1199144
1633686	1963270	0	1198986
1633686	1963270	0	1198986
1633686	736226	1226895	1198936
1633686	736226	1226895	1198936
1633686	0	1963033	1198906
2450529	1145241	0	1198590
2450529	1145241	0	1198590
2858951	736226	0	1198392
2858951	736226	0	1198392
2858951	0	736137	1198363
2858951	0	736137	1198363
933535	1063438	1594964	1197312
933535	818029	1840343	1197303
1341957	1145241	1104206	1197135
1750378	0	1840343	1196907
1750378	0	1840343	1196907
2975643	0	613448	1196364
2975643	0	613448	1196364
1050227	2535891	0	1195373
1050227	2045073	490758	1195353
1050227	327212	2208412	1195283
1458648	2126876	0	1195175
1458648	654423	1472275	1195115
1867070	1717862	0	1194977
1867070	1717862	0	1194977
1867070	0	1717654	1194908
2275492	1308847	0	1194780
2275492	1308847	0	1194780
3092335	0	490758	1194364
3092335	0	490758	1194364
3092335	0	490758	1194364
758497	0	2821860	1193452
1166919	1308847	1104206	1193324
1983762	981635	613448	1192948
1983762	0	1594964	1192909
1983762	0	1594964	1192909
1983762	0	1594964	1192909
1983762	0	1594964	1192909
3209027	0	368069	1192365
875189	0	2699170	1191453
1692032	1881468	0	1191167
1692032	1145241	736137	1191137
1692032	163606	1717654	1191097
2100454	1472453	0	1190969
2100454	1472453	0	1190969
2100454	0	1472275	1190909
2917297	654423	0	1190573
2917297	654423	0	1190573
3325718	0	245379	1190366
991881	0	2576480	1189454
1400303	1799665	368069	1189345
2217146	736226	613448	1188940
2217146	0	1349585	1188910
2217146	0	1349585	1188910
2217146	0	1349585	1188910
2217146	0	1349585	1188910
1108573	2454088	0	1187554
1516994	2045073	0	1187356
1516994	2045073	0	1187356
1516994	2045073	0	1187356
1925416	1636059	0	1187158
2333838	1227044	0	1186961
2333838	1227044	0	1186961
2333838	736226	490758	1186941
2742259	818029	0	1186763
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
3559102	0	0	1186367
0	3190315	368069	1186128
0	3190315	368069	1186128
0	2944906	613448	1186118
0	2944906	613448	1186118
0	2944906	613448	1186118
0	2454088	1104206	1186098
0	2454088	1104206	1186098
0	2454088	1104206	1186098
0	2454088	1104206	1186098
0	2454088	1104206	1186098
0	2208679	1349585	1186088
0	2208679	1349585	1186088
0	2208679	1349585	1186088
0	1963270	1594964	1186078
0	1963270	1594964	1186078
0	1717862	1840343	1186068
0	1717862	1840343	1186068
0	1472453	2085722	1186058
0	1472453	2085722	1186058
0	1472453	2085722	1186058
0	1472453	2085722	1186058
0	1472453	2085722	1186058
0	1472453	2085722	1186058
0	1227044	2331101	1186048
0	1227044	2331101	1186048
0	1227044	2331101	1186048
0	1227044	2331101	1186048
0	1227044	2331101	1186048
0	1227044	2331101	1186048
0	1227044	2331101	1186048
0	1227044	2331101	1186048
0	981635	2576480	1186039
0	981635	2576480	1186039
0	981635	2576480	1186039
0	981635	2576480	1186039
0	736226	2821860	1186029
0	736226	2821860	1186029
0	736226	2821860	1186029
0	490818	3067239	1186019
0	490818	3067239	1186019
0	490818	3067239	1186019
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
0	0	3557997	1185999
1225265	0	2331101	1185455
2450529	0	1104206	1184912
933535	2126876	490758	1183723
1341957	2208679	0	1183545
1750378	1799665	0	1183348
2567221	981635	0	1182952
2567221	981635	0	1182952
2567221	0	981516	1182913
2567221	0	981516	1182913
2567221	0	981516	1182913
641805	2535891	368069	1181922
1458648	0	2085722	1181457
1458648	0	2085722	1181457
1458648	0	2085722	1181457
1867070	572621	1104206	1181299
2683913	0	858827	1180913
2683913	0	858827	1180913
2683913	0	858827	1180913
1166919	2372285	0	1179735
1575340	1963270	0	1179537
1575340	1963270	0	1179537
1575340	490818	1472275	1179477
1575340	0	1963033	1179458
1575340	0	1963033	1179458
1983762	1554256	0	1179339
1983762	1554256	0	1179339
1983762	1554256	0	1179339
2392183	1145241	0	1179142
2392183	1145241	0	1179142
2800605	736226	0	1178944
2800605	736226	0	1178944
2800605	0	736137	1178914
2800605	0	736137	1178914
875189	818029	1840343	1177854
1692032	0	1840343	1177458
1692032	0	1840343	1177458
2917297	0	613448	1176915
583459	0	2944549	1176003
991881	2535891	0	1175924
1808724	1717862	0	1175529
1808724	1717862	0	1175529
1808724	0	1717654	1175459
2625567	899832	0	1175133
3033989	490818	0	1174935
3033989	0	490758	1174916
1108573	1554256	858827	1173885
1925416	736226	858827	1173490
1925416	0	1594964	1173460
3150681	0	368069	1172916
0	3517526	0	1172509
0	3517526	0	1172509
0	3517526	0	1172509
0	3517526	0	1172509
0	3517526	0	1172509
0	3517526	0	1172509
0	3517526	0	1172509
0	3517526	0	1172509
0	3517526	0	1172509
0	3517526	0	1172509
0	3517526	0	1172509
0	3517526	0	1172509
0	3517526	0	1172509
0	3517526	0	1172509
0	3517526	0	1172509
0	3517526	0	1172509
0	3517526	0	1172509
0	3517526	0	1172509
0	3517526	0	1172509
0	3517526	0	1172509
0	3517526	0	1172509
0	3517526	0	1172509
0	3517526	0	1172509
0	3517526	0	1172509
0	3517526	0	1172509
0	3517526	0	1172509
0	3517526	0	1172509
0	3517526	0	1172509
0	3517526	0	1172509
0	3517526	0	1172509
0	3517526	0	1172509
0	3517526	0	1172509
0	3517526	0	1172509
0	3517526	0	1172509
0	3517526	0	1172509
0	3517526	0	1172509
0	3517526	0	1172509
0	3517526	0	1172509
0	3517526	0	1172509
0	3517526	0	1172509
0	3517526	0	1172509
0	3517526	0	1172509
0	3517526	0	1172509
0	3517526	0	1172509
0	3517526	0	1172509
0	3517526	0	1172509
0	3517526	0	1172509
0	3517526	0	1172509
0	3517526	0	1172509
0	3517526	0	1172509
0	3517526	0	1172509
0	3517526	0	1172509
0	3517526	0	1172509
0	3517526	0	1172509
0	3517526	0	1172509
0	3517526	0	1172509
0	3517526	0	1172509
0	3517526	0	1172509
0	3517526	0	1172509
0	3517526	0	1172509
0	3517526	0	1172509
0	3517526	0	1172509
0	3517526	0	1172509
0	3517526	0	1172509
0	3517526	0	1172509
0	3517526	0	1172509
0	3517526	0	1172509
0	3517526	0	1172509
0	3517526	0	1172509
0	3517526	0	1172509
0	3517526	0	1172509
0	3517526	0	1172509
0	3517526	0	1172509
0	3517526	0	1172509
0	3517526	0	1172509
0	3517526	0	1172509
0	3517526	0	1172509
0	3517526	0	1172509
0	3517526	0	1172509
0	3517526	0	1172509
